name,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Boston NHP,"1,777,391","2,034,110","1,754,142","1,703,122","2,088,259","1,481,339","1,560,527","1,642,367","2,219,983","2,183,824","2,135,152","2,102,943","2,020,563","2,076,084","2,030,197","1,921,510","1,839,498","2,260,565","2,707,789","2,697,197","2,330,011","2,450,806","1,981,301","1,801,100","1,617,503","1,897,505","1,992,242","1,944,386","2,184,889","2,232,495","2,155,026","2,060,497","2,546,156","2,629,064","2,245,875","2,476,078","2,262,841"
Mount Rushmore NMEM,"1,245,425","1,284,888","1,604,991","1,484,300","1,562,559","1,558,872","1,740,793","1,648,737","1,530,714","1,570,137","1,639,986","1,671,673","2,044,522","1,917,134","1,930,053","2,043,988","1,687,529","1,904,991","1,752,014","2,014,485","1,972,289","1,868,876","1,904,119","2,162,570","2,217,894","2,037,820","2,037,861","1,989,771","1,856,118","1,789,328","2,260,192","2,331,237","2,081,722","2,185,447","2,162,998","2,144,808","2,434,297"
Valley Forge NHP,"3,107,420","3,219,806","3,330,287","3,410,490","3,448,694","3,957,742","4,177,029","4,225,618","4,348,196","4,202,511","4,700,074","1,659,425","1,687,247","1,772,542","1,831,429","1,805,069","1,925,679","1,876,525","1,901,406","1,784,520","1,308,986","1,350,434","1,230,025","1,158,423","1,132,976","1,088,271","1,293,001","1,340,679","1,298,161","1,275,871","1,449,228","1,617,511","1,303,046","1,442,750","1,962,889","1,990,881","2,143,965"
Rock Creek Park,"1,156,593","1,059,794","917,310","1,764,535","2,360,791","1,492,638","1,891,539","2,188,249","1,724,665","1,564,453","2,049,651","2,204,125","2,155,770","1,971,419","2,146,546","2,332,045","2,049,141","1,873,822","2,001,085","2,015,825","1,998,719","2,039,559","2,185,813","2,075,687","2,036,731","2,115,516","2,132,088","2,181,863","2,061,366","2,076,466","2,076,500","1,883,457","2,050,490","2,003,385","1,968,995","2,437,948","2,443,772"
Gettysburg NMP,"994,035","1,096,364","1,239,647","1,151,141","1,198,949","1,212,226","1,321,130","1,363,161","1,335,247","1,464,544","1,352,728","1,243,642","1,415,840","1,299,203","1,411,453","1,674,532","1,642,982","1,632,720","1,727,070","1,701,660","1,641,838","1,542,184","1,792,380","1,833,033","1,769,688","1,724,420","1,705,601","1,666,365","1,647,745","1,455,951","1,013,002","1,031,554","1,124,659","1,126,577","1,213,349","1,020,702","1,080,185"
Fort Point NHS,"872,177","792,694","1,073,265","1,222,873","961,394","1,176,135","1,075,004","1,274,667","1,796,755","1,427,958","1,292,627","1,335,888","1,351,535","1,366,393","1,479,512","1,506,306","1,403,993","1,483,089","1,648,450","1,669,608","1,682,903","1,607,726","1,203,023","1,617,824","1,596,933","1,660,007","1,682,041","1,613,853","1,552,141","1,390,187","1,385,134","1,315,241","1,338,508","1,502,786","1,591,312","1,677,457","1,610,466"
World War II Valor in the Pacific NM,0,0,"855,847","1,039,050","1,044,752","1,193,987","1,174,573","1,281,356","1,387,343","1,322,849","1,370,153","1,389,810","1,488,960","1,535,881","1,449,997","1,453,948","1,373,331","1,415,855","1,404,684","1,358,699","1,402,418","1,444,904","1,436,006","1,499,760","1,476,396","1,566,633","1,556,808","1,542,757","1,557,336","1,407,879","1,276,868","1,372,724","1,694,896","1,751,224","1,786,024","1,620,814","1,574,156"
Muir Woods NM,"1,227,241","1,311,613","1,264,676","1,171,430","1,167,337","1,220,310","1,377,221","1,399,636","1,628,198","1,598,743","1,578,874","1,479,684","1,518,874","1,623,430","1,517,834","1,406,592","1,295,876","1,410,655","1,546,514","860,378","883,164","884,229","773,624","708,091","719,350","778,368","775,941","741,768","811,033","838,292","779,880","834,356","897,131","972,331","954,125","1,049,400","1,099,923"
San Antonio Missions NHP,0,0,0,0,"134,904","205,124","212,165","250,410","257,265","258,033","270,136","313,443","290,519","950,496","1,230,544","1,504,518","1,087,165","1,239,970","1,328,958","1,118,905","1,224,178","1,393,894","1,370,082","1,481,462","1,330,326","1,102,445","1,139,133","1,173,771","1,208,498","1,303,212","1,567,667","1,304,690","568,021","614,810","521,705","1,395,337","1,322,154"
Vietnam Veterans MEM,0,0,0,0,0,"2,303,890","3,978,216","5,355,354","3,987,293","3,657,726","2,594,694","1,956,930","1,615,908","1,666,381","1,686,781","1,475,044","1,221,695","1,230,191","1,765,012","4,687,299","4,442,238","3,782,445","3,704,008","3,296,596","2,839,006","3,789,889","3,799,968","3,629,739","3,633,793","4,243,573","4,437,771","4,555,371","4,020,127","4,424,407","4,142,721","4,403,467","5,597,077"
Lincoln Memorial,"3,352,343","3,307,585","2,989,487","3,131,753","3,352,825","3,963,471","3,810,581","3,972,460","4,308,292","2,787,270","1,462,609","1,265,085","1,141,278","1,237,659","1,258,534","1,200,094","1,291,628","1,190,961","1,557,964","4,368,912","4,099,480","4,009,145","3,968,357","3,551,973","3,272,596","3,988,650","3,638,806","3,810,347","4,214,167","4,678,861","5,255,570","6,042,315","5,971,220","6,191,361","6,546,518","7,139,072","7,941,771"
White House,"1,313,017","1,318,583","1,132,992","1,076,713","1,169,085","1,134,625","1,259,928","1,148,290","1,077,561","1,089,967","1,060,548","1,090,446","978,617","1,144,540","1,161,674","1,228,097","1,120,926","1,179,458","1,227,392","1,027,479","1,015,395","1,175,714","856,042","178,092","182,542","357,250","455,643","481,951","491,229","519,011","616,890","922,335","570,057","656,949","231,627","569,391","526,263"
Kennesaw Mountain NBP,"876,352","934,778","1,009,433","963,835","946,672","913,604","776,340","665,582","749,043","693,389","762,422","784,310","787,400","926,748","929,767","965,883","1,147,958","1,172,130","959,260","1,052,281","1,236,585","1,341,712","1,329,271","1,359,114","1,422,380","1,221,752","1,005,510","1,316,129","1,329,441","1,415,917","1,372,228","1,512,191","1,748,436","1,935,909","1,924,076","2,119,013","2,174,870"
San Juan NHS,"1,458,778","1,601,984","1,522,942","1,508,333","1,306,178","2,005,185","2,221,661","2,230,500","1,808,232","2,555,674","2,425,305","2,404,184","2,345,348","2,070,744","1,243,057","1,306,921","1,350,829","1,051,187","982,740","892,854","950,141","1,086,104","1,281,528","1,278,407","1,198,105","1,072,829","1,054,492","1,167,558","1,025,407","1,135,577","1,069,673","1,105,252","1,229,590","1,279,814","1,328,802","1,382,906","1,532,818"
Cabrillo NM,"1,196,447","1,253,098","1,332,313","1,466,162","1,450,605","1,461,025","1,652,089","1,687,899","1,739,363","1,608,694","1,452,501","1,386,847","1,234,781","1,300,818","1,152,220","1,119,473","1,054,946","1,047,672","1,115,458","1,095,638","1,167,486","1,136,296","1,034,753","1,048,371","1,004,280","903,265","826,615","804,826","739,534","705,331","767,687","763,140","813,351","877,951","856,128","893,434","981,825"
Montezuma Castle NM,"382,085","413,885","472,306","454,985","479,722","528,413","545,624","642,027","738,047","802,819","835,802","852,678","876,093","902,010","946,262","923,687","926,631","1,029,336","947,062","853,821","823,489","789,131","710,595","643,645","637,024","644,452","622,320","597,762","597,611","603,755","601,465","578,554","573,731","455,305","389,091","407,017","416,635"
Ford's Theatre NHS,"518,345","647,622","650,903","619,669","704,440","765,739","769,780","786,153","827,775","883,448","781,697","940,372","853,469","854,789","942,106","996,379","1,025,989","995,416","1,054,482","1,220,391","1,159,435","1,164,176","1,224,540","545,336","429,763","826,008","856,079","857,600","732,521","335,865","658,271","662,298","642,786","701,542","665,876","655,441","681,537"
Chickamauga & Chattanooga NMP,"866,933","1,145,070","755,259","906,018","1,020,953","1,102,303","1,075,504","1,157,127","1,076,260","877,104","851,534","955,084","1,002,285","995,622","1,015,945","1,015,610","1,036,777","974,898","1,008,277","1,019,503","928,124","838,350","749,913","916,738","887,548","914,836","901,384","919,892","991,645","993,535","992,448","991,901","1,036,699","1,032,844","905,984","996,694","1,002,373"
Vicksburg NMP,"633,951","834,252","689,442","614,788","653,835","1,112,881","899,674","1,066,054","869,149","675,690","571,862","530,733","864,799","910,493","1,010,001","801,381","896,019","968,615","894,000","1,005,918","1,021,860","934,226","992,284","1,023,370","901,672","958,081","703,484","676,605","699,314","555,109","584,105","581,459","796,035","573,262","573,838","550,874","532,444"
Minute Man NHP,"956,954","1,005,047","1,047,239","1,037,897","1,015,027","960,840","895,775","1,208,554","945,530","1,001,990","916,595","857,156","769,746","1,091,964","953,630","1,062,161","1,078,632","955,938","828,902","965,253","869,884","1,004,195","1,072,979","1,179,317","1,176,283","1,072,149","1,027,033","1,084,041","1,107,254","1,067,578","1,096,024","1,073,748","1,002,833","1,001,207","947,894","1,056,549","964,330"
Korean War Veterans Memorial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"863,639","1,285,566","3,336,548","3,249,688","2,923,716","2,961,477","2,675,205","2,535,768","3,610,796","3,214,467","3,248,757","3,433,663","3,654,976","3,117,046","3,072,716","3,073,430","3,267,124","3,209,279","3,767,287","4,077,835"
Jean Lafitte NHP & PRES,"193,121","271,217","375,883","377,209","535,196","849,004","713,850","838,881","1,017,670","1,023,819","1,025,164","948,471","875,411","913,478","957,336","903,955","943,504","849,136","852,674","835,521","874,754","878,759","923,604","699,680","631,942","595,128","429,267","264,680","303,373","339,821","335,075","391,019","420,366","419,694","400,128","445,524","405,618"
"Martin Luther King, Jr. NHS",0,0,0,0,"174,841","322,723","377,069","582,582","727,919","817,120","1,012,217","1,348,652","2,870,609","3,252,140","765,838","648,982","424,674","774,917","494,002","387,594","499,844","612,065","598,475","657,316","666,195","580,307","624,848","791,617","652,867","658,873","650,343","658,452","666,482","707,514","704,168","766,030","673,728"
Thomas Jefferson MEM,"2,328,095","1,216,966","1,788,267","1,270,798","1,485,531","1,873,728","2,261,477","3,273,574","1,818,622","1,329,531","923,811","794,102","655,444","939,852","714,095","531,436","588,051","748,862","953,408","2,139,549","2,218,837","1,976,325","2,225,756","2,066,932","1,642,293","2,200,371","2,312,726","2,219,255","2,327,254","2,363,263","2,337,868","2,305,856","1,945,696","2,613,131","2,609,463","2,708,607","3,102,442"
Manassas NBP,"778,444","797,913","792,371","668,601","720,745","703,100","723,998","793,274","667,014","778,861","767,138","799,972","905,485","867,606","614,897","917,534","676,087","725,086","1,025,826","972,709","815,338","692,006","822,684","779,147","759,953","722,132","715,622","674,851","584,926","594,992","578,383","612,490","659,740","600,354","538,888","514,140","502,045"
Washington Monument,"1,304,790","1,305,760","1,359,061","1,292,284","1,212,736","1,342,093","1,229,062","1,271,214","1,300,983","1,218,031","1,136,662","1,245,479","1,168,736","1,165,160","1,080,030","1,000,278","943,098","707,498","841,218","340,190","553,420","185,085",0,"454,768","529,985","378,416","467,550","586,603","591,081","671,031","676,002","628,665","430,153",0,0,"423,170","493,550"
Castillo de San Marcos NM,"650,095","609,510","654,012","659,688","672,624","692,486","699,248","732,882","755,056","757,131","766,621","789,033","794,382","808,780","715,811","675,030","643,252","668,200","582,732","562,731","692,670","648,814","613,465","668,298","665,309","643,594","600,252","630,903","632,048","618,769","667,783","708,549","741,042","727,243","778,128","760,708","819,154"
Guilford Courthouse NMP,"161,485","156,754","220,944","219,540","161,504","204,413","179,278","171,010","149,971","170,880","132,553","189,013","199,587","203,723","188,272","212,986","230,513","614,766","663,904","753,943","740,024","822,948","858,125","762,412","530,756","277,484","497,193","486,162","445,752","354,077","290,368","285,444","346,617","313,374","541,581","173,261","222,602"
Fort McHenry NM & HS,"543,543","614,665","672,541","685,443","723,297","772,531","795,752","810,114","546,360","575,992","591,376","561,800","563,042","587,841","518,439","575,747","603,976","610,932","661,141","684,724","682,012","690,781","646,775","673,823","607,357","627,659","620,636","622,419","574,924","598,050","605,870","611,582","641,254","744,076","678,431","769,300","617,890"
Salem Maritime NHS,"431,799","354,337","418,262","401,480","565,898","788,510","669,983","673,861","874,589","742,673","693,272","617,428","786,942","1,079,290","542,495","623,383","693,218","600,778","688,584","802,214","762,869","796,318","748,747","759,402","649,132","782,791","676,216","761,945","843,520","856,935","723,088","806,506","737,073","756,038","426,328","403,758","264,780"
Wolf Trap NP for the Performing Arts,"589,016","619,794","587,926","339,034","258,430","304,738","458,395","539,294","545,667","577,050","565,823","560,284","597,469","680,862","620,644","612,599","584,988","591,928","644,852","523,354","549,491","523,843","539,999","566,654","554,646","541,597","554,386","490,547","503,016","487,197","466,752","520,397","425,177","426,996","441,166","388,283","407,351"
Lowell NHP,"92,839","274,149","321,762","401,022","437,999","596,304","706,921","802,479","740,875","703,408","735,209","728,112","711,748","733,330","602,173","442,814","495,773","541,515","510,922","554,612","551,208","604,787","723,568","742,016","684,856","677,639","722,458","632,234","519,706","574,410","565,960","540,475","520,452","537,551","517,763","514,524","531,055"
Morristown NHP,"554,064","580,792","561,698","534,659","626,327","579,845","620,809","534,064","502,039","460,398","643,232","705,870","686,040","729,568","614,744","589,763","583,662","498,256","535,787","543,277","601,925","463,624","464,758","336,509","328,057","310,041","241,897","277,748","296,651","277,203","298,060","278,392","222,395","294,606","304,941","264,363","218,959"
Upper Delaware S&RR,0,"77,764","156,437","106,502","223,096","159,854","154,799","162,598","157,753","207,465","226,125","215,924","222,637","207,751","258,994","270,922","492,256","494,267","308,215","292,245","354,356","276,178","306,639","296,095","256,987","225,565","248,953","200,338","248,284","284,347","258,311","306,468","270,390","255,586","228,464","230,845","243,246"
Tuskegee Institute NHS,"18,913","10,102","32,066","82,990","76,060","95,323","96,655","99,876","199,819","280,757","289,050","399,684","402,485","309,072","326,080","631,054","769,540","490,861","44,324","48,377","54,652","57,954","37,843","49,114","59,413","52,752","70,032","72,778","75,450","52,027","31,360","23,230","23,288","24,030","47,766","11,786","7,961"
LBJ Memorial Grove on the Potomac,0,0,0,0,0,"1,081,095","1,122,489","1,176,096","1,211,526","1,229,295","454,519","615,002","660,651","676,657","625,607","617,094","625,271","489,122","587,734","567,737","537,685","488,094","529,503","420,089","474,238","482,250","454,716","470,683","453,297","411,164","333,368","230,694","239,058","371,063","294,979","254,167","232,882"
Fredericksburg & Spotsylvania NMP,"1,010,717","995,434","1,000,456","961,455","244,328","232,626","240,932","252,943","381,504","404,422","448,985","449,004","471,311","472,623","472,239","493,643","465,082","477,991","464,773","449,798","480,820","489,833","465,323","464,890","443,634","443,030","534,636","499,324","469,920","473,841","906,175","899,936","908,836","982,324","880,251","873,328","891,917"
Fort Matanzas NM,"251,507","254,243","270,207","247,694","250,790","301,115","333,170","368,794","360,278","330,628","383,003","372,079","343,864","346,779","387,876","487,195","451,490","455,402","537,642","506,212","579,385","636,348","682,480","714,970","947,875","918,450","1,002,444","922,315","830,672","813,131","793,253","673,700","570,695","497,574","523,694","568,529","622,175"
Pu'uhonua o Honaunau NHP,"409,436","372,212","335,441","345,920","347,840","383,120","394,844","432,400","415,580","392,537","414,380","392,366","401,540","434,110","424,819","454,457","436,654","441,828","478,023","492,210","435,810","419,518","402,071","377,125","596,961","819,221","476,237","485,145","489,785","414,667","397,665","419,590","426,224","442,353","363,282","401,808","437,286"
Lincoln Home NHS,"403,236","408,434","402,686","432,695","448,078","431,196","431,347","440,775","418,356","606,918","582,589","452,894","509,507","520,940","451,674","461,966","428,202","412,524","442,514","408,051","385,683","367,968","392,214","390,076","383,025","361,349","419,552","388,887","358,809","335,473","464,074","354,125","296,214","295,464","209,405","218,132","233,299"
Arlington House The R.E. Lee MEM,"459,346","484,364","336,593","511,982","514,863","635,748","496,848","481,546","481,121","493,031","439,009","463,467","483,440","459,660","496,526","494,048","559,509","409,143","428,347","511,200","476,911","377,011","429,470","416,531","378,688","492,831","498,553","509,522","466,690","518,515","603,773","627,576","576,816","562,772","586,531","671,638","532,050"
Wright Brothers NMEM,"396,322","428,809","429,618","415,360","484,289","409,493","448,677","630,779","315,957","328,617","472,894","463,461","461,494","477,643","477,362","475,755","434,671","393,721","425,132","419,210","375,681","429,472","438,548","440,737","712,181","421,341","458,948","466,144","494,331","527,721","476,291","476,200","445,455","466,816","447,796","430,517","437,184"
Sitka NHP,"69,189","72,743","86,984","87,316","84,830","108,046","116,946","110,580","95,060","101,020","102,503","123,693","136,110","142,467","118,843","133,010","259,365","371,210","269,606","159,965","197,809","194,053","211,984","295,094","251,036","297,139","291,610","331,393","304,799","241,407","246,866","189,176","186,864","195,157","161,157","157,297","185,150"
Vanderbilt Mansion NHS,"335,275","377,751","427,699","368,936","420,104","383,092","324,128","395,597","411,391","432,718","573,188","723,521","434,754","392,702","452,936","329,531","354,937","368,899","382,417","383,038","313,863","410,575","396,656","403,016","359,982","405,264","372,517","391,899","398,125","360,334","380,460","390,525","367,680","423,107","372,569","398,447","431,961"
Little Bighorn Battlefield NM,"203,795","183,311","252,992","205,585","221,398","247,695","261,686","275,450","265,046","226,507","225,247","230,891","292,302","328,093","335,330","399,643","409,520","363,841","358,212","366,739","394,098","330,329","334,567","425,995","422,566","347,056","328,668","298,518","290,744","282,233","302,811","320,959","312,168","346,327","277,883","281,436","317,782"
Fort Vancouver NHS,"156,749","162,142","231,224","201,353","239,650","265,378","264,829","263,145","249,898","275,178","229,464","210,380","245,417","291,458","306,568","318,366","310,309","352,769","360,637","365,326","377,650","376,688","404,662","387,394","510,383","682,415","801,198","690,307","682,645","894,417","1,017,326","786,989","710,439","681,404","733,540","803,740","818,672"
Boston African American NHS,0,0,0,0,0,0,0,0,0,0,"102,779","194,531","232,064","341,487","328,256","467,858","358,029","345,739","365,843","384,331","391,235","393,175","390,130","299,958","227,200","236,353","327,921","255,060","265,459","280,279","298,519","333,463","379,906","404,248","386,084","408,641","412,377"
Rainbow Bridge NM,"97,066","113,816","114,555","172,126","161,551","177,971","177,038","283,597","210,708","238,307","238,307","255,420","258,346","256,158","211,254","298,651","346,151","325,562","179,791","195,916","234,550","197,614","189,750","167,736","98,865","73,675","81,206","87,642","81,607","95,567","113,460","104,501","92,311","75,214","54,773","62,910","77,270"
Fort Sumter NM,"185,582","183,416","206,547","220,144","244,374","267,649","262,019","277,588","290,192","310,974","256,455","249,552","309,927","337,236","341,794","345,345","330,306","322,702","332,095","334,762","301,420","319,147","919,443","922,776","839,036","781,239","779,390","776,162","788,838","744,971","785,604","797,713","857,883","842,027","815,007","828,521","840,711"
Shiloh NMP,"318,934","299,615","322,238","260,177","272,092","275,345","264,428","325,958","336,129","361,575","338,946","337,191","400,983","407,986","341,220","363,441","330,432","318,936","345,310","329,067","357,532","261,472","356,787","371,118","391,346","311,149","315,296","335,657","368,742","357,340","404,134","317,046","387,816","587,620","536,206","409,086","356,535"
Harpers Ferry NHP,"437,448","549,997","589,288","682,386","600,823","673,944","566,661","907,747","916,361","697,230","624,168","542,619","489,919","449,341","426,481","394,322","386,247","314,548","340,246","371,094","333,738","317,699","325,156","286,289","264,478","260,783","241,807","267,501","249,908","254,162","275,044","268,822","255,348","263,105","255,714","261,202","282,893"
Fort Frederica NM,"392,405","298,718","247,469","233,710","254,739","252,159","231,010","262,653","276,136","257,109","297,065","304,189","322,439","322,688","334,267","326,018","299,986","308,819","335,009","279,251","281,437","244,162","290,705","241,876","243,286","252,793","363,948","316,611","264,586","248,093","296,117","294,484","293,041","262,235","217,580","228,103","202,191"
Fort Raleigh NHS,"305,153","350,464","299,252","300,353","359,761","389,893","272,832","259,622","282,944","287,379","279,977","289,411","282,468","289,361","327,450","324,179","288,674","308,348","354,977","357,928","305,305","244,750","267,464","278,565","177,263","270,050","276,071","299,432","321,717","311,751","338,212","305,711","282,134","281,833","263,598","264,987","289,885"
Nez Perce NHP,"162,688","169,727","174,997","187,747","207,746","222,236","228,300","200,881","238,305","208,329","241,625","199,534","242,112","264,643","249,418","262,355","250,276","263,241","255,539","236,020","187,252","145,970","159,417","205,891","199,282","187,210","152,396","155,802","225,568","207,250","176,238","193,000","286,259","233,093","297,973","221,439","224,967"
Federal Hall NMEM,"83,680","95,343","103,331","112,387","115,358","157,217","245,148","466,394","344,852","333,673","273,784","289,382","179,180","131,350","127,700","169,420","198,913","259,932","205,487","251,975","211,482","241,897","203,816","177,146","120,152","156,707",0,"12,800","127,432","212,564","204,880","178,749","187,109","167,146","148,647","137,538","172,038"
Wilson's Creek NB,"80,559","75,973","80,047","78,374","93,573","124,011","176,821","270,384","278,170","351,658","262,687","156,676","146,947","174,626","187,833","205,093","145,809","259,201","175,688","176,036","177,721","196,502","223,531","203,356","200,081","162,798","207,199","141,677","121,878","120,670","156,230","185,200","192,865","167,205","157,309","161,058","161,004"
Stones River NB,"122,049","108,157","103,622","140,772","138,605","123,698","196,299","210,335","151,748","198,213","189,904","192,400","222,583","243,813","283,283","203,956","258,269","255,888","165,026","187,647","191,559","186,212","192,084","187,941","201,576","206,638","206,425","201,016","196,061","198,918","189,952","187,559","187,208","260,537","258,242","272,499","264,925"
Hubbell Trading Post NHS,"36,344","106,358","164,551","161,461","147,318","144,755","120,473","138,811","132,047","148,412","172,873","180,923","208,354","232,513","251,190","237,013","238,338","253,123","264,952","271,353","202,572","216,407","234,631","196,874","163,883","130,411","95,676","72,516","69,211","61,955","99,267","80,578","88,231","75,061","75,678","81,475","66,324"
Abraham Lincoln Birthplace NHP,"271,231","239,074","252,245","318,707","256,126","258,023","264,905","280,620","292,825","288,324","309,823","307,669","316,945","302,739","293,710","279,542","268,509","249,344","262,889","250,842","251,204","236,180","229,675","250,772","211,650","201,828","190,809","200,054","202,950","200,404","221,111","177,122","163,568","169,515","163,928","241,264","148,605"
Fort Washington Park,"496,921","488,614","334,867","332,693","256,219","304,382","367,587","299,413","225,272","324,942","404,922","399,460","349,710","332,928","255,829","203,253","244,691","247,954","264,052","273,951","248,131","258,667","267,032","287,233","264,566","253,486","306,802","315,390","324,660","484,202","339,370","352,883","409,381","368,824","443,918","466,078","337,433"
Antietam NB,"319,610","352,780","468,078","410,399","433,122","528,369","585,190","706,720","610,674","135,117","147,007","217,249","263,110","243,707","181,909","237,821","215,914","246,082","275,639","275,385","268,897","286,896","303,599","303,209","279,694","237,885","295,309","282,676","337,569","352,548","378,966","393,957","384,987","510,921","370,832","337,079","347,180"
Herbert Hoover NHS,"205,028","212,702","256,910","254,334","242,562","226,429","207,845","223,940","218,664","310,220","299,831","308,311","298,135","305,617","223,268","249,833","241,959","241,757","210,736","231,932","199,350","192,815","183,640","191,812","183,364","182,545","152,214","134,980","118,298","142,656","162,886","142,512","134,249","128,812","128,919","139,086","127,154"
San Juan Island NHP,"92,481","103,452","101,620","113,385","122,540","99,400","104,312","137,008","158,260","248,188","251,399","247,823","359,168","301,452","323,987","201,516","206,039","227,104","225,851","250,285","270,671","267,718","301,067","255,215","246,150","270,969","246,780","258,804","273,289","255,492","274,642","263,370","266,717","261,139","220,960","268,946","258,668"
Fort Donelson NB,"317,415","343,964","336,538","233,631","280,644","261,960","300,404","327,942","292,132","285,145","277,675","285,714","206,528","218,896","207,503","207,332","216,433","217,178","221,923","225,854","225,604","219,049","226,390","234,855","227,004","228,355","208,687","213,521","233,205","208,631","203,456","202,210","257,389","284,762","247,734","262,317","260,744"
Pennsylvania Avenue NHS,0,0,0,0,0,0,0,"310,693","46,096","247,231","241,631","214,309","230,629","224,063","226,479","245,821","212,277","212,260","224,689","265,575","270,211","278,472","225,962","172,574","164,340","209,005","212,141","191,677","226,908","239,785","256,874","262,030","236,136","283,232","257,831","54,035",0
De Soto NMEM,"179,738","172,932","165,366","197,272","220,721","221,504","201,869","209,398","209,774","152,281","116,714","147,675","180,974","205,387","215,493","250,385","211,549","206,131","221,633","242,226","275,505","253,421","221,282","194,161","271,737","236,717","240,172","245,503","260,843","265,944","246,608","265,406","355,653","432,981","279,924","342,039","293,647"
Appomattox Court House NHP,"208,411","218,724","244,968","240,405","246,277","318,027","277,613","323,784","336,075","312,693","377,440","402,947","321,668","311,921","211,557","273,768","223,288","205,938","204,862","201,874","198,665","196,363","190,422","177,219","155,031","152,453","136,827","145,804","149,255","178,748","185,443","216,220","258,917","320,668","317,660","278,776","412,640"
Perry's Victory & Intl. Peace MEM,"129,831","145,289","94,885","138,841","156,293","138,615","154,983","155,127","143,164","140,645","164,390","176,909","195,001","167,609","183,789","186,172","187,700","197,506","174,445","185,679","179,542","164,223","164,402","206,171","168,002","152,628","155,689","107,908","110,879","157,337","154,457","92,944","93,119","140,281","158,231","129,440","156,578"
Andersonville NHS,"151,123","126,700","113,697","104,053","110,921","101,029","118,440","129,798","130,114","129,912","136,068","131,406","151,408","143,025","136,567","162,279","156,581","197,394","196,340","225,653","182,539","167,373","160,974","190,004","150,661","165,929","132,466","132,153","153,686","159,592","136,267","121,535","108,812","122,883","98,771","127,189","136,686"
Piscataway Park,"137,971","160,912","116,678","118,545","69,712","58,078","58,608","76,425","87,658","56,157","181,106","270,008","164,463","213,494","139,165","133,758","147,541","194,494","245,228","233,571","239,008","201,177","251,261","229,607","184,823","190,745","176,174","199,443","184,636","324,394","234,186","248,314","279,060","124,107","161,999","109,473","148,729"
Home of Franklin D. Roosevelt NHS,"266,809","316,535","272,129","268,269","212,494","205,405","214,011","204,098","190,582","176,015","181,073","169,468","165,769","169,339","179,892","170,912","169,320","193,170","180,103","163,398","135,701","130,368","127,624","125,949","105,026","103,671","108,611","117,166","114,195","124,073","123,033","140,251","125,488","135,746","147,218","179,340","180,405"
Cowpens NB,"78,441","85,766","64,614","52,502","57,842","65,511","79,732","94,513","90,786","93,604","95,020","124,858","147,555","179,361","159,553","167,831","158,175","189,434","188,369","180,727","186,373","212,876","218,361","214,257","228,162","208,565","208,936","143,664","197,255","235,176","224,394","226,868","223,923","231,973","216,239","200,836","206,740"
Chamizal NMEM,"111,129","78,355","104,717","114,800","119,639","125,726","148,992","194,987","220,987","211,518","200,677","199,007","220,284","211,284","257,594","250,645","222,548","186,130","193,649","186,480","162,495","183,418","216,320","221,604","260,142","244,496","231,380","221,048","218,195","197,767","215,852","226,535","113,817","104,148","121,937","108,399","122,431"
Lewis & Clark NHP,"93,453","101,060","130,765","149,368","147,208","145,975","159,861","173,778","174,798","203,151","206,821","262,728","279,799","257,179","210,176","193,558","194,410","179,573","199,822","234,227","211,494","214,759","226,137","231,907","255,853","219,192","245,266","218,816","234,380","230,057","225,846","218,553","191,867","201,704","217,022","244,921","270,410"
Petersburg NB,"577,283","545,765","536,003","550,783","553,208","532,643","526,073","524,827","460,280","442,326","370,735","250,289","293,874","299,146","254,617","218,561","200,992","171,312","177,325","155,993","148,676","171,099","161,999","167,563","162,547","158,167","143,455","152,889","154,619","154,003","162,722","175,553","213,261","188,426","190,086","205,572","192,655"
Steamtown NHS,0,0,0,0,0,0,0,0,0,0,"101,761","119,990","91,417","151,079","152,947","130,129","211,553","168,970","182,827","185,274","178,208","160,421","128,435","127,766","114,855","106,433","88,031","61,178","70,726","71,123","65,144","104,855","111,725","106,309","81,174","84,257","89,592"
Casa Grande Ruins NM,"112,482","109,202","102,768","105,190","119,229","133,680","142,252","160,936","179,915","166,782","164,011","175,025","176,910","172,345","161,886","170,572","164,753","155,941","157,447","150,715","151,185","124,130","132,630","85,375","87,687","93,933","97,214","88,295","76,854","73,763","76,350","77,347","72,308","68,631","65,106","63,698","72,606"
Walnut Canyon NM,"69,729","75,887","83,098","86,517","88,376","93,628","90,077","115,754","109,001","122,465","135,129","134,429","157,146","157,987","165,223","162,295","149,082","153,287","129,807","115,342","122,064","112,649","102,839","106,962","111,465","126,931","128,275","120,820","126,187","101,833","128,299","126,552","125,003","110,748","125,267","135,230","153,322"
Jewel Cave NM,"76,921","90,198","105,448","87,417","89,412","101,578","128,650","134,767","141,749","126,635","130,950","137,316","152,329","154,782","132,277","148,372","154,688","144,634","133,115","131,058","134,834","128,960","125,330","131,215","126,363","108,948","102,318","97,395","105,321","100,481","129,595","103,462","77,146","109,300","98,259","104,348","116,444"
